source.file,sample.id,sample.weight,n.prop,n15,c.prop,c13,indiv.id,pack,sex,sample.date,sample.dateN,birth.date,indiv.age,age.accurate,
cs021616rlc.xlsx,WSK988_TF381,0.5397,15.99131728,10.01025451,43.28384335,-17.56082534,TF381,2,F,22/06/2015,42177,41845,332,1,
CS030416_rlc.xlsx,WSK1057_TF381,1.4455,16.21207789,10.24057416,42.34010715,-17.63475691,TF381,2,F,03/09/2015,42250,41845,405,1,
CS030416_rlc.xlsx,WSK477_TF385,0.7287,15.13486902,10.8861513,43.94146405,-17.64755161,TF385,2,F,10/11/2014,41953,41917,36,1,
CS030416_rlc.xlsx,WSK485_TF393,1.4366,15.99828171,11.24869382,42.61102058,-17.23660971,TF393,2,F,10/11/2014,41953,41917,36,1,
CS030416_rlc.xlsx,WSK486_TF394,1.3522,16.10645196,10.99515784,42.94515415,-17.36649114,TF394,2,F,10/11/2014,41953,41917,36,1,
cs021616rlc.xlsx,WSK487_TF395,0.5686,16.60192434,11.08212703,45.9801886,-17.37063027,TF395,2,F,19/11/2014,41962,41917,45,1,
cs021616rlc.xlsx,WSK488_TF396,0.499,16.2602487,11.12400106,45.32307208,-17.44713989,TF396,2,F,19/11/2014,41962,41917,45,1,
cs021616rlc.xlsx,WSK490_TF399,0.512,16.15442998,10.98822588,43.83900553,-17.1795468,TF399,2,F,19/11/2014,41962,41917,45,1,
CS030416_rlc.xlsx,WSK997_TF432,0.7416,15.55390377,10.7928351,43.1076436,-17.65877945,TF432,2,F,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1037_TF432,1.2063,16.16752742,10.29132801,43.13393925,-18.58644363,TF432,2,F,13/08/2015,42229,42136,93,1,
cs021616rlc.xlsx,WSK998_TF433,0.8606,14.9050528,10.79836633,41.53991315,-17.75119776,TF433,2,F,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1038_TF433,1.3552,16.08049065,10.2761606,42.84230847,-18.35134045,TF433,2,F,14/08/2015,42230,42136,94,1,
cs021616rlc.xlsx,WSK1005_TF440,0.4525,15.77977767,10.86257763,43.34248625,-17.69732765,TF440,2,F,22/06/2015,42177,42136,41,1,
cs021216rlc.xlsx,WSK1045_TF440,1.1644,16.4993593,10.53448081,44.04754119,-18.55450214,TF440,2,F,26/08/2015,42242,42136,106,1,
cs031816_rlc.xlsx,WSK1095_TF448,0.5321,16.65921108,10.85380085,45.89746808,-17.64320813,TF448,2,F,26/10/2015,42303,42282,21,1,
hm022615qc,WSK101/TM233,0.457,17.08562503,10.29008775,46.43973022,-18.05603697,TM233,2,M,07/11/2013,41585,39659,1926,1,
CS021116rlc.xlsx,WSK422_TM233,1.0941,16.80378068,10.45447452,43.95442026,-16.40685448,TM233,2,M,05/09/2014,41887,39659,2228,1,
cs021616rlc.xlsx,WSK897_TM233,0.3702,15.71564727,10.72443118,43.87904204,-17.72176122,TM233,2,M,22/04/2015,42116,39659,2457,1,
hm022415qc,WSK097/TM336,0.413,17.27551506,9.85448396,47.26169212,-17.23613133,TM236,2,M,07/11/2013,41585,39723,1862,1,
hm031115qcr,WSK234/TM236,0.837,15.40249726,9.86590818,42.87090041,-16.38615821,TM236,2,M,14/03/2014,41712,39723,1989,1,
hm022615qc,WSK095/TM272,0.642,15.80106524,10.66071438,43.06962908,-16.86313744,TM272,2,M,07/11/2013,41585,40211,1374,1,
hm031115qcr,WSK238/TM272,0.661,16.62602306,10.14623145,45.98768839,-16.78245098,TM272,2,M,14/03/2014,41712,40211,1501,1,
cs021616rlc.xlsx,WSK346_TM272,0.8914,16.35649728,10.88367689,44.25228093,-17.05259961,TM272,2,M,08/07/2014,41828,40211,1617,1,
hm022415qc,WSK094/TM279,0.394,17.10294549,10.41464928,46.57993308,-17.4258805,TM279,2,M,07/11/2013,41585,40283,1302,1,
CS021116rlc.xlsx,WSK352_TM279,0.7887,16.17511469,10.58610341,44.08587166,-15.96722182,TM279,2,M,08/07/2014,41828,40283,1545,1,
hm022615qc,WSK169/TM283,0.755,17.54186483,9.690996551,47.45812561,-16.91243041,TM283,2,M,10/01/2014,41649,40353,1296,1,
hm031115qcr,WSK236/TM283,0.83,16.78317527,9.809802653,46.83679966,-17.42937993,TM283,2,M,14/03/2014,41712,40353,1359,1,
CS021116rlc.xlsx,WSK429_TM283,1.5846,16.26191255,10.23952432,42.86099903,-16.29861013,TM283,2,M,05/09/2014,41887,40353,1534,1,
hm022615qc,WSK103/TM286,0.596,17.3154289,10.35464816,46.11365129,-17.81076795,TM286,2,M,07/11/2013,41585,40353,1232,1,
hm022615qc,WSK100/TM300,0.489,17.92502159,10.36656502,47.26143103,-17.74724415,TM300,2,M,07/11/2013,41585,41020,565,1,
hm031115qcr,WSK242/TM300,0.63,16.75445394,9.974525024,45.60943675,-17.36721612,TM300,2,M,14/03/2014,41712,41020,692,1,
cs021216rlc.xlsx,WSK341_TM300,0.8829,16.40587557,9.858687063,44.24485176,-17.26805494,TM300,2,M,08/07/2014,41828,41020,808,1,
hm031115qcr,WSK231/TM304,0.74,15.64750104,10.31632207,44.25335906,-17.63900255,TM304,2,M,14/03/2014,41712,41020,692,1,
cs021616rlc.xlsx,WSK342_TM304,0.615,16.67005797,11.48801317,45.59246644,-17.203323,TM304,2,M,08/07/2014,41828,41020,808,1,
CS030416_rlc.xlsx,WSK418_TM304,1.3384,15.53682507,10.96026451,41.34042794,-16.70247324,TM304,2,M,04/09/2014,41886,41020,866,1,
hm022415qc,WSK085/TM307,0.798,16.80599718,10.70379764,45.88688306,-17.29501904,TM307,2,M,07/11/2013,41585,41020,565,1,
hm031115qcr,WSK227/TM307,0.931,15.15143653,10.20105836,42.95160529,-17.03735109,TM307,2,M,14/03/2014,41712,41020,692,1,
CS021116rlc.xlsx,WSK987_TM307,0.7903,16.31712842,10.38301821,45.01871631,-17.01283963,TM307,2,M,22/06/2015,42177,41020,1157,1,
hm022615qc,WSK011/TM309,0.726,16.8985256,9.586328763,45.74479109,-17.1107458,TM309,2,M,07/09/2013,41524,41020,504,1,
hm022415qc,WSK105/TM309,0.679,16.67857682,10.60955762,42.9712204,-17.57924242,TM309,2,M,07/11/2013,41585,41020,565,1,
hm031115qcr,WSK235/TM309,0.737,16.23888106,9.958374536,44.54715734,-16.17065368,TM309,2,M,14/03/2014,41712,41020,692,1,
hm022615qc,WSK009/TM312,0.467,16.59284488,10.34669899,45.40447091,-17.72909024,TM312,2,M,07/09/2013,41524,41020,504,1,
hm022615qc,WSK104/TM312,0.428,16.26845735,10.96467838,44.86955035,-18.04711213,TM312,2,M,07/11/2013,41585,41020,565,1,
cs021216rlc.xlsx,WSK428_TM312,0.7716,16.13860686,10.07174945,44.00430878,-17.69599876,TM312,2,M,05/09/2014,41887,41020,867,1,
hm022615qc,WSK102/TM317,0.581,15.74701269,10.31849633,43.76437987,-17.83899349,TM317,2,M,07/11/2013,41585,41096,489,1,
hm031115qcr,WSK229/TM317,0.75,16.4136515,10.54304785,44.80908958,-16.88709779,TM317,2,M,14/03/2014,41712,41096,616,1,
hm022615qc,WSK167/TM323,0.29,17.37471794,10.88091865,48.20262049,-17.2614231,TM323,2,M,10/01/2014,41649,41096,553,1,
CS030416_rlc.xlsx,WSK424_TM323,0.6294,16.69491334,10.43272065,44.74768358,-17.26078546,TM323,2,M,05/09/2014,41887,41096,791,1,
hm022615qc,WSK099/TM335,0.378,18.09455426,10.83153783,48.21517799,-18.18618789,TM335,2,M,07/11/2013,41585,41300,285,1,
hm031115qcr,WSK228/TM335,0.633,15.94061344,10.32594507,44.42507186,-17.26032091,TM335,2,M,14/03/2014,41712,41300,412,1,
cs021616rlc.xlsx,WSK342_TM335,0.929,16.3684922,10.8411154,44.36076978,-16.71381871,TM335,2,M,08/07/2014,41828,41300,528,1,
hm022615qc,WSK098/TM339,0.246,18.25897941,10.41409742,48.71355238,-18.94572863,TM339,2,M,07/11/2013,41585,41372,213,1,
hm022615qc,WSK083/TM362,0.411,16.50517379,11.15440541,45.3248292,-18.4013708,TM362,2,M,07/11/2013,41585,41545,40,1,
hm022415qc,WSK084/TM363,0.326,17.19432738,11.42511757,46.56513346,-18.22420323,TM363,2,M,07/11/2013,41585,41545,40,1,
hm031115qcr,WSK225/TM363,0.485,16.17756235,10.0809331,44.93220252,-17.87195374,TM363,2,M,14/03/2014,41712,41545,167,1,
cs021616rlc.xlsx,WSK345_TM363,0.6856,16.38670402,10.45060053,44.39005167,-16.97288761,TM363,2,M,08/07/2014,41828,41545,283,1,
CS021116rlc.xlsx,WSK846_TM363,0.4303,27.8517138,10.26380504,75.3756803,-16.24173767,TM363,2,M,21/01/2015,42025,41545,480,1,
hm022415qc,WSK066/TM367,0.362,16.97556672,11.4147839,45.89672376,-17.65436129,TM367,2,M,10/01/2014,41649,41612,37,1,
CS021116rlc.xlsx,WSK419_TM373,0.6028,16.55112632,10.42514464,45.07841569,-17.42389268,TM373,2,M,05/09/2014,41887,41845,42,1,
cs021216rlc.xlsx,WSK847_TM373,1.6059,16.69531406,10.15856608,44.53571422,-17.24179228,TM373,2,M,21/01/2015,42025,41845,180,1,
CS030416_rlc.xlsx,WSK423_TM375,0.5174,16.60576586,10.75080264,44.72784631,-17.7885366,TM375,2,M,05/09/2014,41887,41845,42,1,
CS030416_rlc.xlsx,WSK427_TM378,0.5477,16.68229078,10.85053417,43.98429214,-17.87792924,TM378,2,M,05/09/2014,41887,41845,42,1,
CS030416_rlc.xlsx,WSK851_TM379,1.2477,16.51621159,10.42892252,42.92455394,-17.58316853,TM379,2,M,21/01/2015,42025,41845,180,1,
CS030416_rlc.xlsx,WSK478_TM386,0.6315,15.50666414,10.9947496,43.74994235,-17.40062477,TM386,2,M,10/11/2014,41953,41917,36,1,
CS030416_rlc.xlsx,WSK479_TM387,0.7903,15.75953637,10.90435427,43.37858983,-17.40047414,TM387,2,M,10/11/2014,41953,41917,36,1,
cs021216rlc.xlsx,WSK480_TM388,0.6196,16.05886898,10.55853018,44.74077103,-17.61719741,TM388,2,M,10/11/2014,41953,41917,36,1,
cs021216rlc.xlsx,WSK850_TM388,0.4405,17.04260211,10.5941936,46.527574,-18.35040539,TM388,2,M,21/01/2015,42025,41917,108,1,
CS030416_rlc.xlsx,WSK481_TM389,0.6364,16.19865691,10.81489197,44.15079922,-17.47378724,TM389,2,M,10/11/2014,41953,41917,36,1,
CS030416_rlc.xlsx,WSK482_TM390,0.5879,16.15390061,10.90673999,44.12906174,-17.44479168,TM390,2,M,10/11/2014,41953,41917,36,1,
CS030416_rlc.xlsx,WSK483_TM391,0.9497,15.97625741,11.21628964,43.71701386,-17.0744042,TM391,2,M,10/11/2014,41953,41917,36,1,
CS030416_rlc.xlsx,WSK484_TM392,1.4977,15.00998302,10.93177542,41.77643383,-17.57891607,TM392,2,M,10/11/2014,41953,41917,36,1,
cs021616rlc.xlsx,WSK489_TM397,0.3664,16.52050811,10.88186263,45.98727199,-17.5821419,TM397,2,M,19/11/2014,41962,41917,45,1,
cs031816_rlc.xlsx,WSK895_TM426,0.7352,16.41138879,11.51747173,44.76503526,-17.78533547,TM426,2,M,10/04/2015,42104,42066,38,1,
CS021116rlc.xlsx,WSK896_TM427,0.6861,16.99401942,11.57410059,45.4577121,-17.77570817,TM427,2,M,10/04/2015,42104,42066,38,1,
cs021616rlc.xlsx,WSK989_TM427,0.6184,16.94075831,10.58626951,46.43019414,-18.46307661,TM427,2,M,22/06/2015,42177,42066,111,1,
CS021116rlc.xlsx,WSK993_TM428,0.7642,16.32684224,10.79489657,45.65697302,-17.60996587,TM428,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK994_TM429,1.0659,15.34625046,10.92291468,42.16303507,-17.68690163,TM429,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK995_TM430,0.8951,15.97506348,10.96791649,42.96445798,-17.55259835,TM430,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1046_TM430,1.6612,15.84430856,10.63163877,41.83713962,-17.99048556,TM430,2,M,27/08/2015,42243,42136,107,1,
CS030416_rlc.xlsx,WSK1055_TM430,0.8583,15.77346369,10.46189976,43.01987859,-18.51044638,TM430,2,M,31/08/2015,42247,42136,111,1,
CS030416_rlc.xlsx,WSK996_TM431,0.6802,15.7417392,10.98961766,43.59909525,-17.4489137,TM431,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1033_TM431,0.9464,15.83249133,10.54378879,43.49468409,-18.80361728,TM431,2,M,12/08/2015,42228,42136,92,1,
CS030416_rlc.xlsx,WSK999_TM434,0.9214,15.38199651,11.18258358,42.18862646,-17.69340021,TM434,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1039_TM434,0.5719,16.14407853,10.29621726,44.52337064,-18.6133518,TM434,2,M,18/08/2015,42234,42136,98,1,
CS030416_rlc.xlsx,WSK1001_TM436,1.186,16.05316927,10.94135459,42.65265767,-17.65788696,TM436,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1040_TM436,1.2821,16.15672566,10.6445088,43.09965681,-18.81220799,TM436,2,M,18/08/2015,42234,42136,98,1,
CS030416_rlc.xlsx,WSK1002_TM437,1.2486,15.66071316,11.27846404,42.54751695,-17.49535421,TM437,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1041_TM437,0.7927,16.1735288,9.666099452,44.01751638,-17.98768554,TM437,2,M,24/08/2015,42240,42136,104,1,
CS030416_rlc.xlsx,WSK1003_TM438,1.4075,15.10178814,11.01589076,41.26979758,-17.71239842,TM438,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1004_TM439,0.9566,15.07287529,10.95780672,42.20547521,-17.57250001,TM439,2,M,22/06/2015,42177,42136,41,1,
CS030416_rlc.xlsx,WSK1042_TM439,1.1064,16.28928012,10.33947685,43.23968188,-18.87090928,TM439,2,M,25/08/2015,42241,42136,105,1,
cs031816_rlc.xlsx,WSK1096_TM449,0.7057,16.40201199,10.9251605,44.82431196,-17.65170619,TM449,2,M,26/10/2015,42303,42282,21,1,
hm022615qc,WSK014/VF139,0.62,16.99904549,10.46685093,44.23213139,-20.02104099,VF139,21,F,16/09/2013,41533,41505,28,0,
cs021616rlc.xlsx,WSK888_VF139,0.6684,16.13628588,10.34091498,44.08013798,-19.03989214,VF139,21,F,09/02/2014,41679,41505,174,0,
hm031115qcr,WSK207/VF139,0.754,16.91645095,10.75310538,44.84635101,-19.62803438,VF139,21,F,19/02/2014,41689,41505,184,0,
hm031115qcr,WSK290/VF139,0.765,16.43240762,9.835305744,44.37381708,-18.91120422,VF139,21,F,26/05/2014,41785,41505,280,0,
CS031716_rlc.xlsx,WSK1049_VF139,1.1535,16.32756975,10.50699183,44.1202718,-18.42401024,VF139,21,F,27/08/2015,42243,41505,738,0,
hm031115qcr,WSK206/VF140,0.593,16.58236906,10.54027968,44.87072025,-19.62126903,VF140,21,F,19/02/2014,41689,41505,184,0,
hm031115qcr,WSK288/VF140,0.688,16.18506449,9.405182473,43.91557955,-19.2211552,VF140,21,F,26/05/2014,41785,41505,280,0,
CS031716_rlc.xlsx,WSK861_VF140,1.3362,16.47932226,10.786341,43.83580078,-18.67413015,VF140,21,F,28/01/2015,42032,41505,527,0,
CS031716_rlc.xlsx,WSK1051_VF140,1.1513,16.19936862,10.38089047,43.79960787,-18.58905682,VF140,21,F,27/08/2015,42243,41505,738,0,
hm022615qc,WSK016/VF141,0.217,17.70182318,9.848198321,47.04754285,-19.63190856,VF141,21,F,16/09/2013,41533,41505,28,0,
hm022415qc,WSK156/VF141,0.306,17.97965411,10.57172281,48.24694361,-19.87751217,VF141,21,F,17/12/2013,41625,41505,120,0,
hm031115qcr,WSK200/VF141,0.275,16.80014148,11.04158532,45.67834667,-19.36212752,VF141,21,F,19/02/2014,41689,41505,184,0,
hm022615qc,WSK017/VF142,0.306,18.05083214,10.48178098,46.74520119,-19.65122305,VF142,21,F,16/09/2013,41533,41505,28,0,
hm031115qcr,WSK202/VF142,0.358,17.18929458,11.07529396,47.13647501,-19.67815737,VF142,21,F,19/02/2014,41689,41505,184,0,
hm031115qcr,WSK289/VF142,0.5,16.52424092,9.585596519,45.17257261,-18.73102692,VF142,21,F,26/05/2014,41785,41505,280,0,
hm022615qc,WSK018/VF143,0.144,16.82818694,9.632071947,42.25814055,-19.91125718,VF143,21,F,16/09/2013,41533,41505,28,0,
hm031115qcr,WSK208/VF143,0.674,16.80826957,10.72590607,45.7819471,-19.74355659,VF143,21,F,19/02/2014,41689,41505,184,0,
hm031115qcr,WSK287/VF143,0.659,16.35644932,9.594594794,44.6643061,-19.05993568,VF143,21,F,26/05/2014,41785,41505,280,0,
cs031816_rlc.xlsx,WSK321_VF151,0.5684,15.47166386,10.41480364,44.60568652,-20.14078437,VF151,21,F,24/06/2014,41814,41764,50,1,
CS031716_rlc.xlsx,WSK322_VF152,0.8101,16.58058688,10.47323853,45.2648544,-19.67686589,VF152,24,F,24/06/2014,41814,41764,50,1,
CS031716_rlc.xlsx,WSK859_VF152,1.4277,16.58485933,11.20727293,43.89027136,-19.26897492,VF152,24,F,28/01/2015,42032,41764,268,1,
CS031716_rlc.xlsx,WSK1048_VF152,1.3862,16.57636858,10.73393903,44.05676464,-18.83429815,VF152,24,F,27/08/2015,42243,41764,479,1,
CS031716_rlc.xlsx,WSK322_VF153,0.6,16.716048,10.46347694,45.97866601,-19.97076876,VF153,21,F,24/06/2014,41814,41764,50,1,
CS031716_rlc.xlsx,WSK858_VF153,0.6869,16.65371162,10.96655872,45.0940886,-19.20611607,VF153,21,F,28/01/2015,42032,41764,268,1,
CS031716_rlc.xlsx,WSK917_VF153,1.4819,16.70277497,10.72426179,44.05100379,-19.17396288,VF153,21,F,28/05/2015,42152,41764,388,1,
cs031816_rlc.xlsx,WSK323_VF154,0.6193,15.87794733,10.31867759,43.97941749,-19.84572575,VF154,21,F,24/06/2014,41814,41764,50,1,
CS031716_rlc.xlsx,WSK325_VF156,0.5949,16.19147253,10.36908631,45.13945573,-19.75391172,VF156,24,F,24/06/2014,41814,41764,50,1,
CS031716_rlc.xlsx,WSK860_VF156,1.243,16.08392906,10.90701184,43.20730602,-19.11044998,VF156,24,F,28/01/2015,42032,41764,268,1,
CS021116rlc.xlsx,WSK916_VF156,0.7474,16.24039459,10.37855917,44.4961367,-19.38550764,VF156,24,F,28/04/2015,42122,41764,358,1,
HM031015qc,WSK013/VM096,0.404,14.97284031,10.19525453,42.46249084,-18.34822405,VM096,21,M,16/09/2013,41533,39730,1803,1,
HM031015qc,WSK155/VM096,0.452,15.36974021,10.451201,42.65154829,-18.61212289,VM096,21,M,17/12/2013,41625,39730,1895,1,
hm031115qcr,WSK201/VM096,0.409,16.70569038,10.48833782,45.95583436,-18.65990431,VM096,21,M,19/02/2014,41689,39730,1959,1,
cs021616rlc.xlsx,WSK285_VM096,0.1685,13.27744396,8.050135431,39.59676066,-19.07112702,VM096,21,M,26/05/2014,41785,39730,2055,1,
HM031015qc,WSK285/VM096,0.585,16.02073161,9.09172706,44.5900345,-18.32114721,VM096,21,M,26/05/2014,41785,39730,2055,1,
hm022615qc,WSK186/VM107,0.865,17.48596453,12.15978479,47.61152493,-18.78376315,VM107,14A,M,29/01/2014,41668,40022,1646,1,
hm022415qc,WSK123/VM123,0.314,19.11840478,10.71710258,51.60464572,-19.03996821,VM123,21,M,17/12/2013,41625,40483,1142,1,
hm031115qcr,WSK205/VM123,0.305,16.26580985,10.33192373,45.03448228,-18.83269317,VM123,21,M,19/02/2014,41689,40483,1206,1,
hm022415qc,WSK158/VM135,0.387,17.9386504,10.56041683,49.25769237,-19.33033096,VM135,21,M,17/12/2013,41625,41197,428,1,
hm031115qcr,WSK204/VM135,0.827,15.76026724,10.59741387,43.56271743,-19.15141586,VM135,21,M,19/02/2014,41689,41197,492,1,
hm031115qcr,WSK286/VM135,0.851,16.262046,9.805094897,43.79215822,-18.45949088,VM135,21,M,26/05/2014,41785,41197,588,1,
hm022415qc,WSK157/VM136,0.196,18.35417276,10.10230369,49.47877621,-19.40928631,VM136,21,M,17/12/2013,41625,41197,428,1,
hm031115qcr,WSK203/VM136,0.591,17.27533611,10.736274,46.56055517,-18.76100528,VM136,21,M,19/02/2014,41689,41197,492,1,
hm031115qcr,WSK291/VM136,0.657,16.16391507,9.631481717,44.44679232,-18.91510472,VM136,21,M,26/05/2014,41785,41197,588,1,
CS031716_rlc.xlsx,WSK863_VM136,1.2804,16.92896625,10.74764461,44.58165904,-18.38089098,VM136,21,M,28/01/2015,42032,41197,835,1,
hm022415qc,WSK160/VM146,0.669,13.76991479,10.64639779,48.37752596,-20.44589118,VM146,21,M,17/12/2013,41625,41568,57,1,
hm031115qcr,WSK199/VM150,0.318,17.12817117,11.99989923,47.18431582,-19.60131425,VM150,21,M,19/02/2014,41689,41631,58,1,
cs031816_rlc.xlsx,WSK324_VM155,0.5598,15.91862405,10.97525624,44.70641276,-19.7055705,VM155,21,M,24/06/2014,41814,41764,50,1,
cs031816_rlc.xlsx,WSK889_VM164,0.5256,17.0812271,11.79627854,48.07810391,-19.30129248,VM164,21,M,10/02/2015,42045,42001,44,1,
cs021616rlc.xlsx,WSK890_VM165,0.497,14.9064982,10.93368895,40.56524499,-19.14640792,VM165,21,M,10/02/2015,42045,42001,44,1,
hm022615qc,WSK170/XF001,0.595,17.91830971,11.26503394,47.72170119,-19.07582257,XF001,14B,F,13/01/2014,41652,41652,0,0,
hm022615qc,WSK173/XF004,0.647,17.41377888,10.60821032,47.63902126,-19.16148807,XF004,14B,F,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK936_XF004,1.0333,16.63893962,9.326490453,44.90750588,-18.4891628,XF004,14B,F,06/05/2015,42130,41652,478,0,
hm022415qc,WSK174/XF005,0.928,16.41100688,10.76828048,44.91665763,-19.07637958,XF005,14B,F,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK865_XF005,1.058,16.66358913,10.75693316,43.76332157,-19.23842185,XF005,14B,F,29/01/2015,42033,41652,381,0,
hm022415qc,WSK177/XF008,0.763,16.65541571,9.99270346,45.28525984,-19.3433156,XF008,14B,F,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK870_XF008,0.3873,17.30187,10.74547397,45.73937025,-19.25184565,XF008,14B,F,29/01/2015,42033,41652,381,0,
hm022415qc,WSK179/XF010,0.631,15.58975144,10.14108367,45.18329511,-19.98053395,XF010,14B,F,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK882_XF010,0.8558,16.97983663,10.74911917,44.8598438,-19.3496131,XF010,14B,F,29/01/2015,42033,41652,381,0,
hm022415qc,WSK180/XF011,0.468,17.03894333,10.6706948,46.03904754,-20.04264063,XF011,14B,F,13/01/2014,41652,41652,0,0,
hm022415qc,WSK181/XF012,0.618,16.81661276,10.80235405,46.30629316,-19.94188929,XF012,14B,F,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK872_XF012,0.4935,15.59614083,10.74107752,43.28986884,-19.51557507,XF012,14B,F,29/01/2015,42033,41652,381,0,
hm031115qcr,WSK244/XF014,0.525,16.0255147,9.05288551,44.96770706,-18.57373857,XF014,19,F,24/04/2014,41753,41753,0,0,
cs031816_rlc.xlsx,WSK1016_XF014,0.4606,15.9643816,10.4243365,43.65309192,-19.9752238,XF014,19,F,25/06/2015,42180,41753,427,0,
cs031816_rlc.xlsx,WSK316_XF015,0.2663,16.76637936,10.09708139,46.98476511,-19.69515363,XF015,19,F,19/06/2014,41809,41809,0,0,
cs031816_rlc.xlsx,WSK1014_XF015,0.8704,16.91241733,10.32489832,45.38190789,-19.37058751,XF015,19,F,25/06/2015,42180,41809,371,0,
cs031816_rlc.xlsx,WSK326_XF016,0.5834,16.87642279,9.968477755,46.14853817,-19.95483682,XF016,19,F,26/06/2014,41816,41733,83,1,
cs031816_rlc.xlsx,WSK365_XF020,0.7719,17.71877092,10.62276477,47.52395566,-19.47943998,XF020,19,F,16/07/2014,41836,41806,30,1,
cs021616rlc.xlsx,WSK885_XF020,0.4256,16.40325737,10.73180872,44.71135061,-19.84052079,XF020,19,F,29/01/2015,42033,41806,227,1,
CS021116rlc.xlsx,WSK921_XF020,0.9617,16.44909835,9.212117596,43.89038834,-19.00393819,XF020,19,F,29/04/2015,42123,41806,317,1,
cs031816_rlc.xlsx,WSK367_XF022,0.7927,17.53602252,10.56349329,47.58422162,-19.49912247,XF022,19,F,16/07/2014,41836,41806,30,1,
cs031816_rlc.xlsx,WSK471_XF026,0.7792,16.34360007,10.63518111,44.16565908,-19.54517317,XF026,19,F,16/07/2014,41836,41806,30,1,
CS031716_rlc.xlsx,WSK867_XF026,1.0888,16.14132477,10.81706698,42.94355819,-19.25457524,XF026,19,F,29/01/2015,42033,41806,227,1,
CS021116rlc.xlsx,WSK924_XF026,0.9051,16.3735513,9.81620028,43.92027543,-18.97958026,XF026,19,F,29/04/2015,42123,41806,317,1,
cs021616rlc.xlsx,WSK1006_XF030,0.5404,14.03200271,9.971774005,41.88172934,-19.48430374,XF030,19,F,25/06/2015,42180,42121,59,1,
CS021116rlc.xlsx,WSK1007_XF031,0.6415,16.14052348,9.842837276,45.2851072,-19.75681128,XF031,19,F,25/06/2015,42180,42121,59,1,
cs021616rlc.xlsx,WSK1010_XF034,0.5577,13.78010589,9.572067323,41.07933198,-20.0942252,XF034,19,F,25/06/2015,42180,42121,59,1,
cs021616rlc.xlsx,WSK1011_XF035,0.7913,12.1342175,9.536827497,39.01590537,-19.79693896,XF035,19,F,25/06/2015,42180,42121,59,1,
cs031816_rlc.xlsx,WSK1115_XF035,1.5129,16.6940817,11.2615001,44.04743952,-19.70489552,XF035,19,F,18/09/2015,42265,42121,144,1,
hm022615qc,WSK171/XM002,0.254,17.46375056,11.07434651,47.93489238,-19.17233555,XM002,14B,M,13/01/2014,41652,41652,0,0,
hm022615qc,WSK172/XM003,0.511,17.10094913,10.51288201,47.32378205,-19.0734167,XM003,14B,M,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK364_XM003,1.0599,16.83464413,10.43167242,44.78888803,-18.76013841,XM003,14B,M,16/07/2014,41836,41652,184,0,
hm022415qc,WSK175/XM006,0.511,16.45826413,10.54735908,45.39262411,-19.21317874,XM006,14B,M,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK876_XM006,0.9543,16.00912373,10.3450495,43.4736716,-17.93301118,XM006,14B,M,29/01/2015,42033,41652,381,0,
cs031816_rlc.xlsx,WSK920_XM006,1.7661,17.11086282,9.559350311,45.07562172,-17.72558874,XM006,14B,M,29/04/2015,42123,41652,471,0,
hm022415qc,WSK176/XM007,0.937,16.34190696,10.02032261,45.78705546,-19.47823168,XM007,14B,M,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK878_XM007,0.9775,16.72668024,10.8277025,44.75411912,-18.71292348,XM007,14B,M,29/01/2015,42033,41652,381,0,
cs031816_rlc.xlsx,WSK919_XM007,0.9605,15.63669276,9.629089996,42.28092621,-18.55519319,XM007,14B,M,29/04/2015,42123,41652,471,0,
hm022615qc,WSK178/XM009,0.794,16.94857264,10.70109365,46.44494643,-19.23557708,XM009,14B,M,13/01/2014,41652,41652,0,0,
cs031816_rlc.xlsx,WSK1017_XM009,1.719,16.92161418,10.43121801,44.06945986,-19.20834082,XM009,14B,M,25/06/2015,42180,41652,528,0,
hm022415qc,WSK182/XM013,0.475,16.2751935,10.65496345,45.93346092,-20.14899331,XM013,14B,M,13/01/2014,41652,41652,0,0,
