source.file,sample.id,sample.weight,n.prop,n15,c.prop,c13,indiv.id,pack,sex,sample.date,sample.dateN,birth.date,indiv.age,age.accurate,
cs031816_rlc.xlsx,WSK327_XM017,0.5508,16.64874944,9.863531561,45.87224282,-20.12794608,XM017,19,M,26/06/2014,41816,41733,83,1,
cs031816_rlc.xlsx,WSK1015_XM017,1.0432,16.70362059,10.3400783,44.50502423,-19.78730241,XM017,19,M,25/06/2015,42180,41733,447,1,
cs031816_rlc.xlsx,WSK328_XM018,0.6874,16.66995212,10.20579663,45.94186065,-19.78479978,XM018,19,M,26/06/2014,41816,41733,83,1,
cs031816_rlc.xlsx,WSK871_XM018,0.5659,14.75207375,10.28227729,42.16246371,-19.29659862,XM018,19,M,29/01/2015,42033,41733,300,1,
cs031816_rlc.xlsx,WSK918_XM018,0.8061,16.08850744,9.581609794,44.00830727,-18.6183862,XM018,19,M,29/04/2015,42123,41733,390,1,
cs031816_rlc.xlsx,WSK366_XM021,0.5239,16.57929973,10.85730621,45.34742756,-19.59566118,XM021,19,M,16/07/2014,41836,41806,30,1,
cs031816_rlc.xlsx,WSK874_XM021,0.2884,14.78818386,9.625680581,43.56904044,-19.50437867,XM021,19,M,29/01/2015,42033,41806,227,1,
cs031816_rlc.xlsx,WSK923_XM021,1.2278,15.99184482,9.381072555,43.39166707,-18.69710692,XM021,19,M,29/04/2015,42123,41806,317,1,
cs031816_rlc.xlsx,WSK1115_XM021,1.2708,15.97675322,11.21779617,42.85664562,-19.00381677,XM021,19,M,18/09/2015,42265,41806,459,1,
cs031816_rlc.xlsx,WSK368_XM023,0.4699,17.57556884,10.68936904,48.08600907,-19.49013087,XM023,19,M,16/07/2014,41836,41806,30,1,
cs031816_rlc.xlsx,WSK866_XM023,1.2037,16.68825547,10.73954165,44.63901455,-18.98660835,XM023,19,M,29/01/2015,42033,41806,227,1,
CS021116rlc.xlsx,WSK926_XM023,0.5722,16.52886947,9.179327991,45.34836634,-19.22615447,XM023,19,M,29/04/2015,42123,41806,317,1,
cs031816_rlc.xlsx,WSK369_XM024,0.8468,17.10359789,10.56439125,45.88124543,-19.3475488,XM024,19,M,16/07/2014,41836,41806,30,1,
cs031816_rlc.xlsx,WSK869_XM024,0.8603,15.14574523,10.43391854,42.04699589,-19.30589477,XM024,19,M,29/01/2015,42033,41806,227,1,
CS021116rlc.xlsx,WSK922_XM024,0.4725,16.29477624,9.099203041,45.78794675,-19.04794047,XM024,19,M,29/04/2015,42123,41806,317,1,
cs031816_rlc.xlsx,WSK1116_XM024,1.8333,16.84670839,11.44334178,44.39669927,-19.18894215,XM024,19,M,18/09/2015,42265,41806,459,1,
cs031816_rlc.xlsx,WSK370_XM025,0.7491,16.82016959,10.57441384,45.11001792,-19.50084309,XM025,19,M,16/07/2014,41836,41806,30,1,
cs031816_rlc.xlsx,WSK883_XM025,1.2661,16.38308688,10.7175565,43.21553312,-19.04788433,XM025,19,M,29/01/2015,42033,41806,227,1,
CS021116rlc.xlsx,WSK925_XM025,0.8198,16.62110711,9.584975806,44.67113177,-19.10737219,XM025,19,M,29/04/2015,42123,41806,317,1,
cs031816_rlc.xlsx,WSK1111_XM025,1.1903,16.75694409,11.37570354,44.25515056,-18.59812105,XM025,19,M,18/09/2015,42265,41806,459,1,
cs021616rlc.xlsx,WSK886_XM029,0.494,16.2974143,11.05840898,44.07504592,-19.26662266,XM029,19,M,29/01/2015,42033,41995,38,1,
cs021616rlc.xlsx,WSK1008_XM032,0.5457,18.48089571,9.788129496,53.29982895,-19.67587714,XM032,19,M,25/06/2015,42180,42121,59,1,
cs021616rlc.xlsx,WSK1009_XM033,0.5258,16.19126232,9.882244498,43.88436254,-19.10354629,XM033,19,M,25/06/2015,42180,42121,59,1,
cs021616rlc.xlsx,WSK1012_XM036,0.6168,12.85816525,9.832543927,42.25730237,-19.6615848,XM036,19,M,25/06/2015,42180,42121,59,1,
cs031816_rlc.xlsx,WSK1013_XM037,0.4814,14.36816973,9.922450574,39.61624727,-19.31545509,XM037,19,M,25/06/2015,42180,42121,59,1,
hm022615qc,WSK185/YF011,0.547,17.65791438,11.91426433,48.15768344,-18.91119884,YF011,14A,F,29/01/2014,41668,39106,2562,0,
hm022415qc,WSK188/YF097,0.565,17.00681953,12.14664303,46.26145689,-19.46468034,YF097,14A,F,29/01/2014,41668,40498,1170,1,
hm022415qc,WSK183/YM024,0.666,16.66382486,10.40751819,45.14255963,-18.60291061,YM024,14B,M,13/01/2014,41652,39204,2448,1,
CS031716_rlc.xlsx,WSK363_YM024,1.1878,16.65567546,10.04247904,44.16983293,-18.5893688,YM024,14B,M,16/07/2014,41836,39204,2632,1,
CS031716_rlc.xlsx,WSK864_YM024,0.3844,16.79301882,10.42766434,45.39104483,-18.57667624,YM024,14B,M,29/01/2015,42033,39204,2829,1,
CS031716_rlc.xlsx,WSK937_YM024,1.3449,16.12717306,9.13647905,43.08082823,-18.18423854,YM024,14B,M,06/05/2015,42130,39204,2926,1,
hm022415qc,WSK184/YM031,0.509,16.85383232,10.46312002,45.83670585,-18.88764983,YM031,14B,M,13/01/2014,41652,39258,2394,1,
CS031716_rlc.xlsx,WSK935_YM031,1.3074,16.23287545,9.368100176,43.17673717,-18.31912656,YM031,14B,M,06/05/2015,42130,39258,2872,1,
